,Kitsp,lon,lat,Rooms,Brick,Bal,Nfloors,Dist,District,Tel,New,Price,Floor,Livesp,Totsp,N,Walk,Metrdist
1907,"18,4",37.591081,55.889114,2,1.0,1.0,15,0.06830434648314976,0,1.0,,9269000,4,"27,8","59,8",1907,1.0,7
1908,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",1908,1.0,8
1909,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,1909,0.0,10
1910,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,1910,0.0,14
1911,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",1911,1.0,20
1912,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,1912,1.0,24
1913,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",1913,1.0,8
1914,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",1914,1.0,8
1915,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",1915,,
1916,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",1916,1.0,8
1917,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",1917,1.0,8
1918,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",1918,,
1919,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",1919,1.0,13
1920,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,1920,0.0,20
1921,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,1921,0.0,9
1922,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",1922,0.0,15
1923,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",1923,1.0,5
1924,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",1924,1.0,8
1925,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",1925,1.0,8
1926,12,37.597261,55.880065,1,1.0,1.0,20,0.06830434648314976,0,1.0,,4446000,4,"15,5","39,7",1926,1.0,8
1927,"5,9",37.690444,55.885999,1,,,9,0.06830434648314976,0,1.0,0.0,4475000,1,"18,9","32,6",1927,0.0,5
1928,"5,8",37.667393,55.83525,1,,,5,0.06830434648314976,0,1.0,0.0,4500000,1,"18,4","30,1",1928,1.0,25
1929,9,37.669441,55.869142,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4500000,15,16,38,1929,1.0,5
1930,12,37.708832,55.867071,1,,,16,0.06830434648314976,0,0.0,0.0,4500000,3,14,38,1930,0.0,10
1931,"6,7",37.715606,55.870587,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,9,"18,8","32,6",1931,0.0,15
1932,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4530288,20,"17,3","41,7",1932,1.0,8
1933,–,37.578073,55.848943,2,,,20,0.06830434648314976,0,,,6716710,4,–,"46,3",1933,,
1934,8,37.590693,55.804072,1,1.0,,20,0.06830434648314976,0,1.0,,4850000,4,18,29,1934,1.0,9
1935,6,37.613099,55.888881,2,,,9,0.06830434648314976,0,1.0,0.0,6500000,6,29,45,1935,1.0,9
1936,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",1936,1.0,8
1937,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,1937,0.0,10
1938,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,1938,0.0,14
1939,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",1939,1.0,20
1940,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,1940,1.0,24
1941,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",1941,1.0,8
1942,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",1942,1.0,8
1943,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",1943,,
1944,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",1944,1.0,8
1945,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",1945,1.0,8
1946,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",1946,,
1947,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",1947,1.0,13
1948,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,1948,0.0,20
1949,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,1949,0.0,9
1950,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",1950,0.0,15
1951,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",1951,1.0,5
1952,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",1952,1.0,8
1953,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",1953,1.0,8
1954,12,37.597261,55.880065,1,1.0,1.0,20,0.06830434648314976,0,1.0,,4446000,4,"15,5","39,7",1954,1.0,8
1955,"5,9",37.690444,55.885999,1,,,9,0.06830434648314976,0,1.0,0.0,4475000,1,"18,9","32,6",1955,0.0,5
1956,"5,8",37.667393,55.83525,1,,,5,0.06830434648314976,0,1.0,0.0,4500000,1,"18,4","30,1",1956,1.0,25
1957,9,37.669441,55.869142,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4500000,15,16,38,1957,1.0,5
1958,12,37.708832,55.867071,1,,,16,0.06830434648314976,0,0.0,0.0,4500000,3,14,38,1958,0.0,10
1959,"6,7",37.715606,55.870587,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,9,"18,8","32,6",1959,0.0,15
1960,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4530288,20,"17,3","41,7",1960,1.0,8
1961,12,37.693211,55.879213,2,,1.0,21,0.06830434648314976,0,1.0,,12617645,15,–,"73,1",1961,0.0,10
1962,"7,8",37.646157,55.823803,2,0.0,0.0,8,0.06830434648314976,0,0.0,0.0,10800000,3,"34,8","54,2",1962,0.0,5
1963,"30,7",37.636706,55.800438,2,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,19205300,4,"26,8","81,5",1963,1.0,10
1964,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",1964,1.0,8
1965,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,1965,0.0,10
1966,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,1966,0.0,14
1967,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",1967,1.0,20
1968,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,1968,1.0,24
1969,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",1969,1.0,8
1970,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",1970,1.0,8
1971,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",1971,,
1972,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",1972,1.0,8
1973,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",1973,1.0,8
1974,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",1974,,
1975,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",1975,1.0,13
1976,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,1976,0.0,20
1977,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,1977,0.0,9
1978,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",1978,0.0,15
1979,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",1979,1.0,5
1980,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",1980,1.0,8
1981,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",1981,1.0,8
1982,12,37.597261,55.880065,1,1.0,1.0,20,0.06830434648314976,0,1.0,,4446000,4,"15,5","39,7",1982,1.0,8
1983,"5,9",37.690444,55.885999,1,,,9,0.06830434648314976,0,1.0,0.0,4475000,1,"18,9","32,6",1983,0.0,5
1984,"5,8",37.667393,55.83525,1,,,5,0.06830434648314976,0,1.0,0.0,4500000,1,"18,4","30,1",1984,1.0,25
1985,9,37.669441,55.869142,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4500000,15,16,38,1985,1.0,5
1986,12,37.708832,55.867071,1,,,16,0.06830434648314976,0,0.0,0.0,4500000,3,14,38,1986,0.0,10
1987,"6,7",37.715606,55.870587,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,9,"18,8","32,6",1987,0.0,15
1988,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4530288,20,"17,3","41,7",1988,1.0,8
1989,"11,5",37.673843,55.864788,1,,1.0,14,0.06830434648314976,0,1.0,,8322600,5,"18,3",44,1989,1.0,15
1990,6,37.590693,55.804072,1,1.0,1.0,46,0.06830434648314976,0,1.0,,5744018,10,15,"28,7",1990,1.0,10
1991,8,37.540452,55.921682,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,5100000,8,20,40,1991,,
1992,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",1992,1.0,8
1993,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,1993,0.0,10
1994,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,1994,0.0,14
1995,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",1995,1.0,20
1996,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,1996,1.0,24
1997,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",1997,1.0,8
1998,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",1998,1.0,8
1999,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",1999,,
2000,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",2000,1.0,8
2001,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",2001,1.0,8
2002,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",2002,,
2003,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",2003,1.0,13
2004,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,2004,0.0,20
2005,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,2005,0.0,9
2006,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",2006,0.0,15
2007,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",2007,1.0,5
2008,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",2008,1.0,8
2009,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",2009,1.0,8
2010,12,37.597261,55.880065,1,1.0,1.0,20,0.06830434648314976,0,1.0,,4446000,4,"15,5","39,7",2010,1.0,8
2011,"5,9",37.690444,55.885999,1,,,9,0.06830434648314976,0,1.0,0.0,4475000,1,"18,9","32,6",2011,0.0,5
2012,"5,8",37.667393,55.83525,1,,,5,0.06830434648314976,0,1.0,0.0,4500000,1,"18,4","30,1",2012,1.0,25
2013,9,37.669441,55.869142,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4500000,15,16,38,2013,1.0,5
2014,12,37.708832,55.867071,1,,,16,0.06830434648314976,0,0.0,0.0,4500000,3,14,38,2014,0.0,10
2015,"6,7",37.715606,55.870587,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,9,"18,8","32,6",2015,0.0,15
2016,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4530288,20,"17,3","41,7",2016,1.0,8
2017,12,37.693211,55.879213,2,,1.0,21,0.06830434648314976,0,1.0,,12617645,15,–,"73,1",2017,0.0,10
2018,8,37.591374,55.803318,1,1.0,1.0,46,0.06830434648314976,0,1.0,,5640000,7,16,"35,8",2018,1.0,11
2019,7,37.609784,55.887513,1,0.0,0.0,9,0.06830434648314976,0,0.0,0.0,5200000,4,19,33,2019,0.0,5
2020,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",2020,1.0,8
2021,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,2021,0.0,10
2022,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,2022,0.0,14
2023,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",2023,1.0,20
2024,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,2024,1.0,24
2025,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",2025,1.0,8
2026,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",2026,1.0,8
2027,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",2027,,
2028,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",2028,1.0,8
2029,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",2029,1.0,8
2030,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",2030,,
2031,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",2031,1.0,13
2032,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,2032,0.0,20
2033,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,2033,0.0,9
2034,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",2034,0.0,15
2035,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",2035,1.0,5
2036,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",2036,1.0,8
2037,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",2037,1.0,8
2038,12,37.597261,55.880065,1,1.0,1.0,20,0.06830434648314976,0,1.0,,4446000,4,"15,5","39,7",2038,1.0,8
2039,"5,9",37.690444,55.885999,1,,,9,0.06830434648314976,0,1.0,0.0,4475000,1,"18,9","32,6",2039,0.0,5
2040,"5,8",37.667393,55.83525,1,,,5,0.06830434648314976,0,1.0,0.0,4500000,1,"18,4","30,1",2040,1.0,25
2041,9,37.669441,55.869142,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4500000,15,16,38,2041,1.0,5
2042,12,37.708832,55.867071,1,,,16,0.06830434648314976,0,0.0,0.0,4500000,3,14,38,2042,0.0,10
2043,"6,7",37.715606,55.870587,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,9,"18,8","32,6",2043,0.0,15
2044,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4530288,20,"17,3","41,7",2044,1.0,8
2045,9,37.643794,55.839016,1,0.0,1.0,17,0.06830434648314976,0,1.0,,7650000,2,20,40,2045,1.0,10
2046,6,37.613099,55.888881,2,,,9,0.06830434648314976,0,1.0,0.0,6500000,6,29,45,2046,1.0,9
2047,"9,8",37.637506,55.848134,1,1.0,1.0,24,0.06830434648314976,0,1.0,,7888786,13,"17,3","40,1",2047,1.0,1
2048,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",2048,1.0,8
2049,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,2049,0.0,10
2050,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,2050,0.0,14
2051,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",2051,1.0,20
2052,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,2052,1.0,24
2053,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",2053,1.0,8
2054,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",2054,1.0,8
2055,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",2055,,
2056,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",2056,1.0,8
2057,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",2057,1.0,8
2058,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",2058,,
2059,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",2059,1.0,13
2060,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,2060,0.0,20
2061,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,2061,0.0,9
2062,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",2062,0.0,15
2063,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",2063,1.0,5
2064,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",2064,1.0,8
2065,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",2065,1.0,8
2066,12,37.597261,55.880065,1,1.0,1.0,20,0.06830434648314976,0,1.0,,4446000,4,"15,5","39,7",2066,1.0,8
2067,"5,9",37.690444,55.885999,1,,,9,0.06830434648314976,0,1.0,0.0,4475000,1,"18,9","32,6",2067,0.0,5
2068,"5,8",37.667393,55.83525,1,,,5,0.06830434648314976,0,1.0,0.0,4500000,1,"18,4","30,1",2068,1.0,25
2069,9,37.669441,55.869142,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4500000,15,16,38,2069,1.0,5
2070,12,37.708832,55.867071,1,,,16,0.06830434648314976,0,0.0,0.0,4500000,3,14,38,2070,0.0,10
2071,"6,7",37.715606,55.870587,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,9,"18,8","32,6",2071,0.0,15
2072,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4530288,20,"17,3","41,7",2072,1.0,8
2073,"8,5",37.577507,55.897746,2,,1.0,16,0.06830434648314976,0,1.0,0.0,9500000,9,33,54,2073,1.0,9
2074,"10,3",37.637506,55.848134,2,1.0,1.0,11,0.06830434648314976,0,1.0,,11868759,2,"29,9","57,4",2074,1.0,1
2075,–,37.648183,55.811765,1,1.0,1.0,22,0.06830434648314976,0,1.0,,8963500,1,–,"45,5",2075,1.0,10
2076,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",2076,1.0,8
2077,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,2077,0.0,10
2078,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,2078,0.0,14
2079,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",2079,1.0,20
2080,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,2080,1.0,24
2081,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",2081,1.0,8
2082,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",2082,1.0,8
2083,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",2083,,
2084,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",2084,1.0,8
2085,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",2085,1.0,8
2086,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",2086,,
2087,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",2087,1.0,13
2088,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,2088,0.0,20
2089,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,2089,0.0,9
2090,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",2090,0.0,15
2091,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",2091,1.0,5
2092,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",2092,1.0,8
2093,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",2093,1.0,8
2094,12,37.597261,55.880065,1,1.0,1.0,20,0.06830434648314976,0,1.0,,4446000,4,"15,5","39,7",2094,1.0,8
2095,"5,9",37.690444,55.885999,1,,,9,0.06830434648314976,0,1.0,0.0,4475000,1,"18,9","32,6",2095,0.0,5
2096,"5,8",37.667393,55.83525,1,,,5,0.06830434648314976,0,1.0,0.0,4500000,1,"18,4","30,1",2096,1.0,25
2097,9,37.669441,55.869142,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4500000,15,16,38,2097,1.0,5
2098,12,37.708832,55.867071,1,,,16,0.06830434648314976,0,0.0,0.0,4500000,3,14,38,2098,0.0,10
2099,"6,7",37.715606,55.870587,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,9,"18,8","32,6",2099,0.0,15
2100,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4530288,20,"17,3","41,7",2100,1.0,8
2101,"6,6",37.69251,55.864348,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4800000,8,19,33,2101,1.0,28
2102,"8,7",37.597562,55.879981,1,1.0,1.0,20,0.06830434648314976,0,,,4331000,13,"13,5","35,5",2102,1.0,8
2103,9,37.59533,55.827408,2,0.0,1.0,18,0.06830434648314976,0,1.0,0.0,13400000,8,"28,7","53,5",2103,1.0,20
2104,6,37.596489,55.879824,1,1.0,1.0,20,0.06830434648314976,0,1.0,0.0,3224000,17,"11,4","24,8",2104,1.0,8
2105,"7,1",37.548865,55.925023,1,1.0,1.0,8,0.06830434648314976,0,1.0,,3450000,6,"23,5",31,2105,0.0,10
2106,4,37.717726,55.878511,1,1.0,,5,0.06830434648314976,0,0.0,0.0,3550000,5,"14,6",23,2106,0.0,14
2107,–,37.639779,55.888952,1,1.0,0.0,6,0.06830434648314976,0,1.0,0.0,3600000,4,18,"28,7",2107,1.0,20
2108,–,37.639779,55.888952,1,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,3950000,7,27,33,2108,1.0,24
2109,"9,9",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4061875,20,"13,9","33,5",2109,1.0,8
2110,–,37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4098250,16,"16,3","33,8",2110,1.0,8
2111,"12,5",37.550217,55.9203,1,,1.0,9,0.06830434648314976,0,0.0,0.0,4200000,4,17,"40,1",2111,,
2112,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4313008,3,"11,8","39,7",2112,1.0,8
2113,10,37.597261,55.880065,1,1.0,1.0,17,0.06830434648314976,0,,,4331000,4,14,"35,5",2113,1.0,8
2114,"7,5",37.716576,55.873753,1,0.0,,4,0.06830434648314976,0,1.0,,4350000,1,"19,5","35,2",2114,,
2115,6,37.678155,55.871769,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,4350000,4,"18,4","30,4",2115,1.0,13
2116,6,37.715606,55.870587,1,,,9,0.06830434648314976,0,1.0,0.0,4400000,8,19,33,2116,0.0,20
2117,9,37.623784,55.850472,1,1.0,1.0,18,0.06830434648314976,0,1.0,,4400000,11,17,32,2117,0.0,9
2118,"3,4",37.718588,55.879763,1,1.0,,5,0.06830434648314976,0,0.0,0.0,4400000,1,"15,5","23,3",2118,0.0,15
2119,–,37.590693,55.804072,1,1.0,,46,0.06830434648314976,0,,,4414000,7,15,"28,5",2119,1.0,5
2120,"15,2",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4421648,16,"13,9","40,7",2120,1.0,8
2121,"13,6",37.597562,55.879981,1,1.0,,20,0.06830434648314976,0,,,4443376,14,"16,5","40,9",2121,1.0,8
